count,true_word_id,true_word,predicted_word_id,predicted_word
4,1325,파랑,1324,초록
4,1148,서다,1252,후회
3,1262,턱,1235,코
2,1375,볼,1220,부럽다
2,1135,빠르다,1237,이것
2,1351,너,1237,이것
1,1121,흰,1375,볼
1,1121,흰,1235,코
1,1262,턱,1220,부럽다
1,1375,볼,1370,귀
1,1235,코,1371,눈썹
1,1524,아내,1535,부부
1,1381,괜찮다,1528,엄마
1,436,얼마,320,방금
