count,true_word_id,true_word,predicted_word_id,predicted_word
4,2549,바람,1382,덥다
4,1262,턱,1235,코
3,1325,파랑,1324,초록
3,1375,볼,1220,부럽다
2,1121,흰,1235,코
2,1235,코,1371,눈썹
2,1351,너,1237,이것
1,1121,흰,1375,볼
1,1325,파랑,1321,검정
1,1324,초록,1533,병
1,1323,노랑,949,멀다
1,1323,노랑,2143,신부
1,2641,십,1215,창피
1,1375,볼,1370,귀
1,1156,나쁘다,1371,눈썹
1,1359,틀리다,738,좋다
1,1303,기억,1321,검정
1,1143,듣다,1144,생각
1,436,얼마,88,딸기
1,436,얼마,130,월세
