epoch,train_loss,train_acc,val_loss,val_micro_top1,val_macro_top1,seconds
0,5.424797304105515,0.03246608850344674,4.901879948933919,0.10566666666666667,0.10566667467355728,84.83966970443726
1,4.1353777952662885,0.3070936179675339,3.7372071482340496,0.44966666666666666,0.4496666491031647,26.027894735336304
2,2.8635949356862906,0.6477651767845231,2.593120282491048,0.6906666666666667,0.6906667351722717,27.60331153869629
3,1.6163956852311263,0.8511229708694685,1.6015046621958415,0.7903333333333333,0.7903333306312561,28.113823890686035
4,0.7763880211590714,0.9130531465421392,1.028165252049764,0.845,0.8449999690055847,26.611592531204224
5,0.3567380864858256,0.9498554591950189,0.8026487849553426,0.8556666666666667,0.8556666970252991,26.759424448013306
6,0.20986169429522025,0.9635312430509229,0.68809525958697,0.8756666666666667,0.8756666779518127,26.072471380233765
7,0.13518160005026136,0.9733155436957972,0.6068580919106802,0.89,0.8899999856948853,26.95246911048889
8,0.0990236251386558,0.9764287302646208,0.6126917450030644,0.883,0.8829999566078186,26.668675661087036
9,0.08503803985236034,0.9782076940182344,0.5760431986649831,0.8896666666666667,0.889666736125946,26.330761671066284
10,0.055365066091458165,0.987102512786302,0.5758479442497094,0.8886666666666667,0.8886666893959045,26.325960874557495
11,0.049981169099406926,0.9868801423171003,0.6064496947129567,0.8903333333333333,0.890333354473114,26.80803942680359
12,0.043437163194126625,0.9879919946631087,0.5862434584647417,0.8966666666666666,0.8966666460037231,26.667429447174072
13,0.032288522144569565,0.9904380698243274,0.5743696661541859,0.9033333333333333,0.903333306312561,26.362934112548828
14,0.026270562022003247,0.993551256393151,0.5659319483141104,0.9036666666666666,0.9036666750907898,26.620454788208008
15,0.028996965475339,0.99210584834334,0.5562006315390269,0.9063333333333333,0.906333327293396,26.20453119277954
16,0.01771346086498258,0.9957749610851679,0.5654607515235742,0.9063333333333333,0.906333327293396,25.308687925338745
17,0.0246870119968785,0.993551256393151,0.5662040060510238,0.9103333333333333,0.9103333353996277,26.466306686401367
18,0.0336254153857105,0.9913275517011341,0.5705647961149614,0.9023333333333333,0.9023333787918091,26.586969137191772
19,0.027709633330649897,0.9925505892817433,0.5564732689335943,0.9086666666666666,0.9086666703224182,26.196792602539062
20,0.032751024710434874,0.9915499221703358,0.6195285810480515,0.9003333333333333,0.9003333449363708,26.21756935119629
21,0.024169962327162745,0.9944407382699577,0.5517452799193561,0.9136666666666666,0.9136666059494019,25.811878442764282
22,0.02199181706899533,0.9954414053813654,0.587262586183846,0.9033333333333333,0.903333306312561,25.91494345664978
23,0.024404857194182446,0.9944407382699577,0.5753350211915871,0.9086666666666666,0.9086666107177734,25.648374795913696
24,0.015977850842004038,0.9966644429619747,0.5830492832660675,0.914,0.9139999151229858,26.100983142852783
25,0.019708894705120286,0.9946631087391594,0.593113695718348,0.911,0.9109999537467957,25.886804819107056
26,0.022127614210572858,0.9947742939737603,0.6316111309093734,0.905,0.9049999713897705,25.888895273208618
27,0.007967846404718829,0.9976651100733822,0.6243191468675311,0.9066666666666666,0.9066666960716248,26.568909406661987
28,0.010373392395637076,0.9974427396041806,0.6157856751441335,0.9036666666666666,0.9036666750907898,26.658888339996338
29,0.03364162554283897,0.9916611074049366,0.6897389887521664,0.8913333333333333,0.8913333415985107,26.82280445098877
30,0.010827580173200624,0.9976651100733822,0.5879078132066254,0.913,0.9129999876022339,26.7169132232666
31,0.0075661103036739254,0.9983322214809873,0.6621835351716727,0.9023333333333333,0.9023333787918091,26.514230012893677
32,0.032210930310436585,0.9938848120969536,0.6455933021729191,0.903,0.902999997138977,26.616794109344482
33,0.01459668494871995,0.9961085167889704,0.6529571984633803,0.9023333333333333,0.9023333787918091,25.88443636894226
34,0.008123538786765335,0.9974427396041806,0.6780934671781337,0.908,0.9079999923706055,25.9021155834198
35,0.002010548872923305,0.9996664442961974,0.6434875064749892,0.909,0.9089999198913574,26.35313630104065
36,0.002891707902806108,0.999221703357794,0.6128717635579718,0.9176666666666666,0.9176667332649231,26.47684669494629
37,0.0001333266171927661,1.0,0.6124501127975527,0.9176666666666666,0.9176666140556335,25.725000858306885
38,0.00010340429025675048,1.0,0.6124327872290741,0.92,0.9200000166893005,26.78414273262024
39,9.001840186803003e-05,1.0,0.6130403969297962,0.9206666666666666,0.9206666350364685,26.01613736152649
40,7.968231760609911e-05,1.0,0.6168407203622628,0.9203333333333333,0.9203333258628845,27.420080423355103
41,7.22450045763134e-05,1.0,0.6202515427831095,0.9203333333333333,0.9203333258628845,26.611863136291504
42,6.569131681965222e-05,1.0,0.6215321388330777,0.9206666666666666,0.9206666946411133,26.47934126853943
43,6.0042554016825836e-05,1.0,0.6244984736406866,0.9213333333333333,0.9213333129882812,26.719316959381104
